stats (11)
last_name, first_name,player_id,year,player_age,p_game,p_formatted_ip,p_strikeout,p_k_percent,p_era,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,
Fedde, Erick,607200,2019,26,21,78.0,41,12.3,4.50,R,1287,0.9,89.3,1860,-1.6,-27.4,6.7,1.5,,,,,,,,7.1,85.3,1624,-11.5,-34.5,12.1,1.7,19.8,79.2,2355,11.6,-49.9,13.2,1.7,55,92.3,1807,-8,-23.2,11.9,1.4,17.2,87.2,2079,4.3,-32.4,6,1.8,,,,,,,,,,,,,,,
Skoglund, Eric,607215,2019,27,6,21.0,4,4.0,9.00,L,395,39.5,89.8,2091,12.1,-19.3,18.9,1.3,,,,,,,,17.5,84.1,1568,9.7,-29.6,13.3,2,23,78.8,2202,-4.1,-47.8,7.3,3.2,20,89.6,1985,15.2,-23.5,18.4,1.3,,,,,,,,,,,,,,,,,,,,,,
Romano, Sal,607219,2019,26,12,16.1,16,20.8,7.71,R,268,4.9,95.3,2049,-8.7,-16,17.1,1.5,33.6,87.1,2513,3.5,-38.6,4.5,1.3,,,,,,,,2.2,81.4,2297,5.3,-45.6,7.4,1.5,59.3,96,2170,-13.6,-17.1,19.1,1.2,,,,,,,,,,,,,,,,,,,,,,
Gsellman, Robert,607229,2019,26,52,63.2,60,21.7,4.66,R,1072,2.6,95.7,2200,-11,-14.5,19.4,1.3,26.6,90.5,2429,-1.3,-28.9,6.1,1.7,10,87.2,1748,-15.2,-25.4,18.9,1.3,11.7,81.3,2748,11.6,-54.9,16.9,1.5,49.2,95.3,2208,-16.7,-19.2,20.5,1.2,,,,,,,,,,,,,,,,,,,,,,
Gant, John,607231,2019,27,64,66.1,60,22.3,3.66,R,1085,24,95.9,2520,-11,-13.2,20,1.4,,,,,,,,22.6,83.1,1509,-12.2,-32.9,14.2,1.3,10.4,77.1,2653,8.1,-62.9,18,1.5,31.9,95.8,2466,-15.5,-17.1,20.2,1.4,11.2,90.2,2643,2.3,-24.6,9.6,1.5,,,,,,,,,,,,,,,
Garrett, Amir,607237,2019,27,69,56.0,78,31.7,3.21,L,949,10.7,95.8,2117,11.7,-16.3,18,1.2,58,85.8,1832,-0.7,-33.4,4.3,1.3,,,,,,,,,,,,,,,31.3,95.1,2065,14.9,-20.9,17.7,1.4,,,,,,,,,,,,,,,,,,,,,,
Biagini, Joe,607352,2019,29,63,64.2,60,21.4,4.59,R,1142,16,93.8,2032,-3.7,-14.5,17.6,0.9,,,,,,,,10.9,87.1,1564,-11.9,-27.3,15.4,1.2,8.7,77,2821,7.1,-67.1,19.7,1.8,34.8,94.1,2156,-11.4,-16.1,19.2,0.8,29.6,87.8,2243,3.7,-31.6,6.3,1.1,,,,,,,,,,,,,,,
Barraclough, Kyle,607457,2019,29,43,33.2,40,24.4,5.61,R,708,65.5,93.4,2362,-6.8,-17.1,16.1,1.2,14.7,82.5,2403,8.9,-38.1,9.7,1.1,12.3,87.4,1400,-11.6,-30.6,13,1.3,7.5,80.2,2412,9.2,-48,10.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bummer, Aaron,607481,2019,26,58,67.2,60,22.9,2.13,L,1010,8.3,95.1,2087,7,-24,9.6,1.4,3.3,84.9,2245,-14.4,-36,14.9,1.2,0.5,89.9,1690,12.1,-32.2,12.7,1.6,,,,,,,,68.1,95.6,2032,12.2,-27.3,12.6,1.2,19.8,87.9,2231,-3.4,-35.8,4.6,2.3,,,,,,,,,,,,,,,
Freeland, Kyle,607536,2019,26,22,104.1,79,16.7,6.73,L,1779,41.5,92,2291,6.5,-18.9,14.6,1.4,30.4,86.7,2235,-2.7,-30.8,6.2,1.6,12.5,86.6,1519,10.1,-29.3,12.5,1.7,6.1,81.2,2256,-2.2,-40.7,3.2,1.7,9.6,91.3,2269,13.8,-26.3,15.3,1.4,,,,,,,,,,,,,,,,,,,,,,
Harper, Ryne,607560,2019,30,61,54.1,50,22.2,3.81,R,728,45.3,89.3,1821,0.2,-24.8,9.4,1.3,,,,,,,,1.1,76.1,1076,-0.4,-43.1,4.2,1.5,53.4,75.6,2353,12.7,-55.8,14.6,1.6,,,,,,,,0.1,87.7,1757,4,-32,5.4,,,,,,,,,,,,,,,,
Howard, Sam,607572,2019,26,20,19.0,23,25.3,6.63,L,383,44.1,92.6,2345,6.6,-16,18,1.3,55.9,85.1,2339,-2.6,-34.9,5.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lugo, Seth,607625,2019,30,61,80.0,104,33.1,2.70,R,1254,34.5,94.5,2220,-7.5,-14.4,18.3,1.7,13.1,88,2435,3.5,-29.1,7.7,1.5,6.5,87.9,1734,-15.1,-26.6,18,1.4,23.6,79.6,3286,12.7,-61.9,21.1,1.9,22.3,94.1,2241,-15.8,-19.2,20,1.6,,,,,,,,,,,,,,,,,,,,,,
Means, John,607644,2019,26,31,155.0,121,19.0,3.60,L,2680,50.8,91.7,2376,5.9,-13.3,20.8,1.3,14.2,83.6,2324,-4.6,-33.4,8,1.7,28.8,80.9,2331,12.3,-24.6,22.2,1.7,6.2,77,2239,-3.8,-51.9,6.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estevez, Carlos,608032,2019,27,71,72.0,81,26.3,3.75,R,1240,67.5,97.8,2248,-6,-13.8,16.1,1.3,27.2,87.7,2394,5.8,-35.9,6.3,1.8,3.5,90.5,1717,-11.5,-26.5,13.6,1.4,,,,,,,,1.8,97.4,2215,-10.7,-17.1,16,1.6,,,,,,,,,,,,,,,,,,,,,,
Fried, Max,608331,2019,25,33,165.2,173,24.6,4.02,L,2669,53.1,93.8,2077,3.2,-18.9,12.8,1.7,15.9,83.7,2562,-12.7,-42.6,13.7,2.2,2.4,84.8,1514,11.5,-31.5,13.4,1.8,24.7,74.5,2844,-9.2,-69.6,20.8,1.7,3.5,93.6,1988,11.7,-22.7,14.7,1.6,0.3,93.5,2115,-3.7,-23.4,8.6,1.5,,,,,,,,,,,,,,,
Fulmer, Carson,608334,2019,26,20,27.1,25,18.8,6.26,R,556,43.7,93.6,2376,-7,-14.6,18.3,1.2,,,,,,,,15.6,86.5,1505,-14.5,-29.7,16.5,1.1,8.1,82.8,2795,7.6,-48.4,11,1.2,,,,,,,,32.6,87.9,2615,4.7,-31.5,6.9,1.2,,,,,,,,,,,,,,,
Giolito, Lucas,608337,2019,25,29,176.2,228,32.3,3.41,R,2814,55,94.2,2333,-7.6,-12.3,19.8,1.4,14.7,84.6,2036,2.6,-32.3,6.8,1.5,26.2,81.7,1563,-10.2,-27.9,16.3,1.4,4.1,79.4,2512,6.8,-59.6,16.8,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irvin, Cole,608344,2019,25,16,41.2,31,17.1,5.83,L,639,50.4,89.8,1984,11.8,-19.6,19.3,2.3,20,84.2,1943,-2.4,-32.8,7.4,1.6,26.9,83.4,1643,13.6,-32.4,15.7,1.5,2.7,76.4,1973,-1.3,-52.2,4.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sims, Lucas,608371,2019,25,24,43.0,57,32.2,4.60,R,751,50.1,93.5,2641,-9.1,-14.8,19.7,1.3,19,83.3,3004,11.5,-35.7,13,1.5,5.6,86.5,1923,-15.1,-35.1,15.5,1.4,24.8,81.6,3120,12,-47.7,13.1,1.6,0.5,95.3,2619,-14.5,-17.3,20.1,1.4,,,,,,,,,,,,,,,,,,,,,,
Wacha, Michael,608379,2019,28,29,126.2,104,18.5,4.76,R,2199,49.5,93,2032,-6.8,-14.2,18.5,1.7,,,,,,,,23.8,85.5,1606,-11.2,-27.5,15.2,1.6,10.3,75.3,2066,8.5,-60,14.3,1.5,0.9,93.2,1940,-13.1,-18,18.5,1.5,15.5,89.4,2097,1.9,-22.7,11.3,1.6,,,,,,,,,,,,,,,
Marquez, German,608566,2019,24,28,174.0,175,24.3,4.76,R,2616,35.4,95.7,2225,-7.3,-17.6,15.3,1.6,21.1,87.4,2371,0.4,-33.5,4.2,2,3,87.8,1969,-14.7,-27.8,17.5,1.9,23.5,84.9,2693,3.2,-43.3,5.4,2.3,17,94.7,2171,-13.2,-22.6,16.2,1.6,,,,,,,,,,,,,,,,,,,,,,
Chargois, JT,608638,2019,29,21,21.1,28,31.8,6.33,R,291,9.3,95.5,2248,-13.6,-19.6,17.3,1.3,58.8,86.8,2297,0.8,-35.4,2.7,1.4,,,,,,,,,,,,,,,32,96.2,2321,-17,-21.8,18.8,1.1,,,,,,,,,,,,,,,,,,,,,,
Duffey, Tyler,608648,2019,29,58,57.2,82,34.5,2.50,R,978,51.4,93.9,2305,-5.9,-15.6,16.7,1.3,,,,,,,,0.5,86,1798,-16.6,-29.9,18.2,1.5,45.5,82.3,2521,5.8,-52.7,13.2,4,2.6,93.9,2430,-15,-21.5,17.9,1.3,,,,,,,,,,,,,,,,,,,,,,
Leone, Dominic,608678,2019,28,40,40.2,46,25.6,5.53,R,663,37.3,94.3,2279,-5.7,-15.1,16.8,1.3,14.5,83.7,2479,5.2,-43.3,6.8,1.8,1.4,88.1,1757,-10.5,-23.8,16.2,1.5,,,,,,,,11,93.3,2235,-13.4,-19.4,18.1,1.3,35.9,89.7,2485,3.8,-28,7.6,1.4,,,,,,,,,,,,,,,
Stratton, Chris,608717,2019,29,35,76.0,69,20.1,5.57,R,1245,56.5,92.2,2498,-5.7,-16.7,16.4,1.8,24.1,84.5,2922,6.4,-40.1,6.9,1.6,5.9,84.8,2106,-14.1,-31.2,15.5,1.3,13,77.1,3107,16.9,-57.2,19.8,1.6,0.2,91.7,2521,-12.4,-19.5,18,1.5,0.3,91,2453,3,-21.8,11.6,1.5,,,,,,,,,,,,,,,
Voth, Austin,608723,2019,27,9,43.2,44,25.3,3.30,R,684,60.4,92.7,2201,-4.3,-15.3,17.3,1.4,11.3,86.7,2503,3.3,-29.2,9,1.4,8,86,1978,-7.7,-26.2,13.6,1.4,20.3,79.5,2827,13.8,-49,14.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castro, Miguel,612434,2019,25,65,73.1,71,22.3,4.66,R,1232,,,,,,,,31.1,86.1,3029,7.7,-38.1,8.4,1.7,20,90.6,2199,-18.7,-28.9,19.4,1.8,,,,,,,,48.9,97.3,2287,-17.3,-20.8,19.3,1.4,,,,,,,,,,,,,,,,,,,,,,
Chen, Wei-Yin,612672,2019,34,45,68.1,63,20.5,6.59,L,1115,48.4,91.4,2136,3.5,-16.3,17.1,1.3,23.3,85.8,2291,-5.4,-30.6,9,1.8,3.8,84,1369,7.9,-28,13.7,1.5,21.5,74.1,2299,-7.9,-63,14.5,1.8,3,89.7,2058,12,-20.6,18.3,1.5,,,,,,,,,,,,,,,,,,,,,,
Adams, Austin,613534,2019,28,30,32.0,53,40.8,3.94,R,530,32.8,95.1,2601,-7.2,-18.4,14.8,1.1,63.6,89.4,2829,6.6,-34.4,7.5,1.2,,,,,,,,,,,,,,,3.6,95.4,2497,-13.6,-24.9,15.2,1.3,,,,,,,,,,,,,,,,,,,,,,
Ruiz, Jose,614179,2019,25,40,40.0,35,17.7,5.63,R,753,61.6,96.4,2349,-5,-12.1,18.7,1.3,23.8,88.3,2261,4.6,-32.6,6.6,2.1,13.3,86.9,1870,-12.4,-27.4,15.9,1.6,1.3,82.1,2043,3.8,-44.2,4.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantrill, Cal,615698,2019,24,23,103.0,89,20.1,5.16,R,1780,20.1,94.5,2135,-8.1,-14.7,18,1.1,21.5,86.4,2346,3,-35.2,4.2,1.4,17.6,84.6,1429,-8.7,-27.4,14.1,1.3,3.9,79.5,2326,3.2,-48.6,5.8,2,36.9,94.3,2060,-13.9,-17.7,19.2,1.1,,,,,,,,,,,,,,,,,,,,,,
Wood, Hunter,621056,2019,26,36,45.1,39,20.0,2.98,R,752,55.6,93.6,2492,-1.4,-12.2,19.8,1.4,28.1,86.6,2555,6.2,-32.5,8.6,1.7,11.3,86.2,1703,-10.8,-24.5,17.2,1.5,5.1,76.7,2328,7.8,-62.4,16.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvel, James,621086,2019,26,4,17.1,9,10.7,8.31,R,331,20.8,90.3,1882,-7.5,-23.1,14.4,1,,,,,,,,19.9,84.5,1264,-10.9,-39.4,11.2,1.1,26.3,79.6,2283,10.5,-56.4,14.8,1.2,32.9,90.6,1835,-14.7,-28.4,16.5,1.1,,,,,,,,,,,,,,,,,,,,,,
Waguespack, Jacob,621097,2019,26,16,78.0,63,18.8,4.38,R,1333,32.2,92.3,2011,-1.7,-15.3,16.8,1.7,5.3,85.8,2121,5,-33.9,6.2,1.6,8.1,83,1519,-6.4,-26.4,15.3,1.5,14.3,78.7,2168,1.7,-49.7,6.1,2.1,16.2,90.2,1983,-10.5,-17.8,18.9,1.4,24,89.2,1984,2.9,-24.8,9.9,1.4,,,,,,,,,,,,,,,
Eflin, Zach,621107,2019,25,32,163.1,129,18.3,4.13,R,2492,34.2,93.8,2185,-9.3,-17.7,16.2,1.2,31.2,87.1,2248,3.7,-29.8,7.9,2,7.9,86.7,1785,-14,-27.9,16.3,1.4,5.1,77.9,2412,10.3,-53.3,13,1.3,21.1,93.2,2090,-16.2,-23.4,18,1.2,0.5,89.6,2227,-0.5,-23.5,10.5,1.4,,,,,,,,,,,,,,,
Buehler, Walker,621111,2019,25,30,182.1,215,29.2,3.26,R,2831,53.2,96.5,2456,-4.8,-11.7,18.4,1.2,14.2,86.8,2867,11.1,-38,11.7,2.3,0.5,91.6,1516,-12.9,-26.1,14.5,1.4,12,80.7,2915,10.3,-59.2,19.1,1.7,7.1,96.6,2346,-13.4,-16.2,18.9,1.4,13,92.8,2713,5.4,-22.7,11.1,1.6,,,,,,,,,,,,,,,
Burr, Ryan,621114,2019,25,16,19.2,20,23.3,4.58,R,356,58.1,95,2071,-4.1,-13.4,16.6,1.1,17.1,83.1,2310,3.7,-45.3,7.6,1.4,,,,,,,,,,,,,,,,,,,,,,24.7,87.3,2217,5.4,-35.2,5.9,1.3,,,,,,,,,,,,,,,
Lockett, Walker,621141,2019,25,9,22.2,16,15.5,8.34,R,369,45.5,92.5,2245,-7.2,-24.1,11,1.2,,,,,,,,20.3,86.4,1519,-13.1,-33.4,13.7,1.5,24.1,80,2629,12,-50.6,13.9,1.3,10,93.1,2272,-12.8,-26.2,14,1.5,,,,,,,,,,,,,,,,,,,,,,
Buttrey, Ty,621142,2019,26,72,72.1,84,27.2,3.98,R,1210,57,97.1,2233,-12.6,-15,19.4,1.4,29.5,83.8,1867,2.5,-43,4.3,1.4,13.4,87.6,1835,-17.3,-32.2,18.1,1.4,,,,,,,,0.1,95.3,2047,-22.5,-24,23.7,,,,,,,,,,,,,,,,,,,,,,,
Bowman, Matt,621199,2019,28,27,32.0,25,18.2,3.66,R,549,37.9,92.5,2021,-16.2,-25.6,17.5,1.1,17.7,89.3,2245,4.6,-28.2,8.3,1.6,,,,,,,,11.5,80.6,2462,15.8,-43.7,16.2,1.6,2.7,91.3,1946,-16.5,-36.3,16.9,1.4,14.6,93.5,2117,-6.3,-18,14.8,1.2,15.7,82,1182,-7.9,-40.4,8.9,1.7,,,,,,,,
Mills, Alec,621219,2019,28,9,36.0,42,27.6,2.75,R,553,30.7,89.5,2218,-9.3,-20.5,16.8,1.5,11,78.2,2609,15.1,-48.3,15.5,1.3,19.2,80.7,1727,-14.5,-39.2,15.1,1.4,15.6,67.6,2511,14.5,-73.4,18.1,1.5,23.5,89.9,2202,-16.2,-27,17.7,1.2,,,,,,,,,,,,,,,,,,,,,,
Alvarado, Jose,621237,2019,24,35,30.0,39,26.7,4.80,L,586,0.9,98,2221,2.6,-11.8,16.7,1.5,,,,,,,,,,,,,,,3.8,86.8,2523,-3,-40.5,5.6,1.4,78.5,98.1,2180,11.6,-14.9,17.9,1.3,16.9,92.4,2533,-1.3,-27.6,5.8,1.5,,,,,,,,,,,,,,,
Diaz, Edwin,621242,2019,25,66,58.0,99,39.0,5.59,R,1036,66.3,97.5,2372,-12.4,-14.3,19,1.4,33.4,89.5,2372,1.4,-28.1,6,1.6,,,,,,,,,,,,,,,0.3,95.9,2349,-19.1,-22.2,20.5,1.4,,,,,,,,,,,,,,,,,,,,,,
Berrios, Jose,621244,2019,25,32,200.1,195,23.2,3.68,R,3109,32.5,93.1,2190,-9.9,-17,17.6,1.4,,,,,,,,16,82.5,1705,-14.5,-36.9,15.1,2.1,28.3,81.4,2338,17,-44.9,17.4,1.5,23.2,92.1,2110,-16.1,-22.8,18.7,1.5,,,,,,,,,,,,,,,,,,,,,,
Wittgren, Nick,621295,2019,28,55,57.2,60,26.0,2.81,R,967,66.4,92.3,2189,-8.1,-15.5,18.1,1.1,18.8,83.7,2450,5,-40.7,5.6,1.4,14.7,85.6,1891,-13.4,-33.7,13.9,1.3,0.1,78.4,2211,6,-50.8,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minter, A.J.,621345,2019,26,36,29.1,35,23.8,7.06,L,588,39.1,96,2326,6.8,-13.8,17.7,1.2,0.2,86.3,2156,-4.8,-30.2,7.9,,16.2,86.1,1696,13.8,-33.2,14.8,1.4,,,,,,,,0.2,94.2,2379,11.9,-20.2,16,,44.4,91.5,2437,-3.3,-25.2,8.8,1.3,,,,,,,,,,,,,,,
Poche, Colin,621363,2019,25,51,51.2,72,34.8,4.70,L,869,88.5,92.9,2291,3.8,-10.5,20.9,1.3,,,,,,,,,,,,,,,10,83.9,2493,-8.4,-35,9.4,1.5,,,,,,,,,,,,,,,1.5,83.2,1261,8.1,-28,14.1,1.5,,,,,,,,
Strahm, Matt,621381,2019,28,46,114.2,118,24.2,4.71,L,1789,37.6,91.4,2308,14.1,-20.4,19.3,1.6,30.1,86,2461,-2.9,-30.6,8.4,2.1,13.9,84.3,2086,17.7,-35.5,18.2,1.7,17.5,80.2,2572,-7.7,-44.7,8,2.3,1,92.6,2311,18.9,-26.2,20,1.6,,,,,,,,,,,,,,,,,,,,,,
Stumpf, Daniel,621385,2019,28,48,29.0,28,20.7,4.34,L,510,52,92.2,2377,9,-15.7,19.6,1.5,38,81.3,2259,-3.7,-41.9,5,1.9,10,85.9,1629,14,-27.5,17.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blach, Ty,621389,2019,29,7,27.0,20,14.4,12.00,L,520,,,,,,,,1.3,81.9,2432,-3.8,-43.2,3.9,1.4,26,79.9,1906,18,-39.4,19.2,1,8.7,77.1,2392,-7.3,-59.6,13.3,1.6,56.7,90.2,2136,16.1,-24.5,19.6,1.1,7.3,84.4,2444,-0.2,-33.7,6.7,1.2,,,,,,,,,,,,,,,
Olson, Tyler,621397,2019,30,39,30.2,28,20.0,4.40,L,543,42.4,87,2273,-0.2,-30.6,6.9,1,,,,,,,,13.1,81.5,1819,8.5,-41.2,9.1,1.3,42,73.5,2775,-20.5,-57.7,20.9,1.2,2.6,87.7,2249,8.3,-32.5,9.6,1.4,,,,,,,,,,,,,,,,,,,,,,
Young, Alex,622065,2019,26,17,83.1,71,20.3,3.56,L,1324,14.3,89.8,2219,10,-19.1,18.6,1.1,,,,,,,,20.1,84.5,1794,14.8,-36,15.3,1.1,20.1,81.5,2379,-2.4,-46.6,4.8,1.3,22.2,89,2208,17.4,-26.4,19.7,1.1,23.3,84.9,2347,-1.5,-30.7,8.6,1.2,,,,,,,,,,,,,,,
Wood, Alex,622072,2019,28,7,35.2,30,19.6,5.80,L,586,2,90,2016,8.4,-18.4,17.7,1.3,,,,,,,,25.1,83.6,1658,13.9,-34.5,14.8,0.9,24.6,81.4,2161,-3.8,-45.1,5.2,1,48.3,89.9,2112,13.5,-21,19,0.9,,,,,,,,,,,,,,,,,,,,,,
Almonte, Yency,622075,2019,25,28,34.0,29,18.5,5.56,R,608,56.6,95.7,2172,-8.5,-17,15.3,1.2,40,85.8,2408,5.4,-37.5,6,1.8,3,89,1767,-13.6,-27.5,15.5,1.3,,,,,,,,0.5,94.7,2159,-13.1,-20.6,16.4,1.5,,,,,,,,,,,,,,,,,,,,,,
Zimmer, Kyle,622092,2019,28,15,18.1,18,17.6,10.80,R,435,61.1,96.4,2282,-0.7,-13.5,16.1,1.4,25.7,85.2,2179,3.3,-36.6,4.3,1.4,4.8,87.9,1439,-5.7,-27,10.4,1.5,8.3,79.7,2016,5.2,-59.3,16,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reyes Jr., Gerardo,622103,2019,26,27,26.0,38,32.5,7.62,R,458,59.6,96.9,2417,-11,-18.1,16.7,1.3,24.2,88.1,2437,1.3,-34.4,4.2,2.6,,,,,,,,1.7,82.3,2226,12,-45.5,12.9,1.5,14.4,97,2342,-18.4,-25,19.3,1.3,,,,,,,,,,,,,,,,,,,,,,
Staumont, Josh,622251,2019,26,16,19.1,15,17.0,3.72,R,326,59.5,95.9,2239,-1.3,-14.6,14.8,1.5,,,,,,,,,,,,,,,30.4,81.6,2728,10.6,-55.7,17.6,1.7,6.1,95.7,2250,-5.3,-16.9,13.5,1.4,4,94.9,2245,2.6,-17,13.4,1.7,,,,,,,,,,,,,,,
Tate, Dillon,622253,2019,25,16,21.0,20,21.5,6.43,R,350,4.6,93.6,2121,-12,-20.2,16.5,1.4,12.3,85.1,2502,5.1,-35.2,6.2,1.3,19.4,84.7,1793,-14.8,-30.6,16.9,1.3,12,84,2507,6.4,-39.9,6.5,1.6,51.7,93.6,2097,-14.9,-25,16.3,1.3,,,,,,,,,,,,,,,,,,,,,,
Wingenter, Trey,622259,2019,25,51,51.0,72,33.0,5.65,R,906,55,95.9,2151,-9.2,-13.7,18.2,1.2,45,85.8,2180,1.8,-38.3,3,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodriguez, Jefry,622446,2019,26,10,46.2,33,16.3,4.63,R,784,28.4,93.9,2370,-8.7,-13.9,19.1,1.7,,,,,,,,8.9,87.8,1739,-14.2,-25.8,17.2,1.5,23,80.9,2412,5.2,-45.6,7,1.7,39.7,93.4,2246,-15.3,-18.9,19.5,1.6,,,,,,,,,,,,,,,,,,,,,,
Castillo, Luis,622491,2019,27,32,190.2,226,28.9,3.40,R,3069,29.7,96.4,2170,-13.3,-18.5,18.1,1.4,16.9,85.9,2330,-0.4,-38.3,2.1,1.4,32.5,87.2,1972,-16.8,-34.3,17.3,1.1,,,,,,,,20.8,96.5,2073,-18.7,-25.7,19.4,1.2,,,,,,,,,,,,,,,,,,,,,,
Alcantara, Victor,622505,2019,26,46,42.2,24,13.2,4.85,R,684,,,,,,,,9.2,89.2,2024,-7.9,-29,10.5,1.5,15.6,88.2,1712,-16.7,-31,17.7,1.4,,,,,,,,75.1,93.4,2085,-18.3,-27,19.1,1.1,,,,,,,,,,,,,,,,,,,,,,
Dominguez, Seranthony,622554,2019,25,27,24.2,29,26.4,4.01,R,464,59.7,97.3,2380,-2.3,-16.1,13.5,1,34.1,89.6,2438,4.5,-32.5,5.5,1.3,4.7,91.1,1669,-15.1,-26.4,16.6,1.4,,,,,,,,1.5,98.3,2393,-15.1,-21.2,17,1.4,,,,,,,,,,,,,,,,,,,,,,
Senzatela, Antonio,622608,2019,24,25,124.2,76,13.1,6.71,R,2237,61.9,93.7,2102,-5,-20,12.3,1.6,19.5,84.4,2136,5.6,-38.8,6.1,1.7,8,87,2059,-6.8,-25.9,12.7,2.1,10.6,78.8,2214,5.7,-49.7,7.9,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hernandez, Elieser,622694,2019,24,21,82.1,85,24.1,5.03,R,1442,53.6,90.6,2247,-7.2,-16,19.2,1.6,33.3,78.5,2245,10.6,-33.4,16.8,1.8,11.4,82.2,1886,-14.5,-31.7,17.7,1.7,,,,,,,,1.7,89.3,2174,-13.8,-21.7,18.9,1.4,,,,,,,,,,,,,,,,,,,,,,
Cordero, Jimmy,622772,2019,28,31,37.1,31,21.2,2.89,R,542,18.8,97.4,2146,-4.7,-15.9,13.2,1.9,7.2,83.5,2234,2.1,-45.3,7.1,1.8,17.3,88.5,1657,-11.8,-26.4,14.2,1.6,,,,,,,,49.8,97.4,2128,-14.5,-18.7,17.4,1.5,6.8,90.7,2072,0.9,-27.1,6,1.5,,,,,,,,,,,,,,,
Tinoco, Jesus,622786,2019,24,24,36.0,28,17.4,4.75,R,616,4.7,94.5,2235,-6.8,-19.6,13.4,1.3,27.9,87.7,2355,1.5,-33.1,4.8,1.2,,,,,,,,8.6,82.5,2525,6.2,-44.4,7.1,1.5,57.8,93.8,2237,-13.8,-23.5,16.4,1.4,,,,,,,,1,87.4,1686,-14.5,-28.8,16.7,1.4,,,,,,,,
Payano, Pedro,622797,2019,25,6,22.0,17,16.5,5.73,R,417,,,,,,,,20.6,84.2,2543,3.7,-36.6,5.6,1.2,19.7,83.2,1974,-16.2,-32.6,17.8,1.8,13.2,79.8,2763,8.2,-48.1,9.4,1.4,46.5,93.5,2366,-14.2,-18.5,19.4,1.1,,,,,,,,,,,,,,,,,,,,,,
Sewald, Paul,623149,2019,29,17,19.2,22,27.5,4.58,R,330,69.7,91,2331,-11.6,-19.2,18.4,2,25.8,81.8,2241,11.7,-37.5,13,2.1,3.6,81.2,1634,-14.8,-37.5,15.5,1.6,,,,,,,,0.9,88.4,2093,-17.5,-28.4,18.9,1.4,,,,,,,,,,,,,,,,,,,,,,
Oberg, Scott,623184,2019,29,49,56.0,58,26.0,2.25,R,898,52,94.3,2225,-2,-17.6,13.1,1.2,43.3,85.6,2537,6,-38.7,6.5,1.5,4.5,87.9,1952,-12.1,-29.1,13.7,1.4,,,,,,,,0.2,95.2,2261,-5.9,-22.2,9.5,1.5,,,,,,,,,,,,,,,,,,,,,,
Hader, Josh,623352,2019,25,61,75.2,138,47.8,2.62,L,1139,,,,,,,,15.5,81.9,2626,-7.5,-39.1,8.9,1.8,0.3,86.8,1471,13.6,-29.6,15.4,1.6,,,,,,,,84.3,95.5,2118,9.6,-12.6,19.6,1.5,,,,,,,,,,,,,,,,,,,,,,
Wieck, Brad,623364,2019,28,44,34.2,49,33.1,5.71,L,632,77.4,93.7,2227,4.8,-13.4,17.8,1,11.1,84.1,2058,-2.8,-36.3,4.4,2,,,,,,,,11.6,74.8,2331,-9.7,-63.6,17.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pannone, Thomas,623381,2019,25,37,73.0,69,21.2,6.16,L,1255,61.7,89.7,2219,12.2,-18.6,20.1,1.7,0.1,84.4,2348,3.5,-30.6,9.3,,15.4,83.4,1881,16.2,-31.7,18.3,2,22.9,73.7,2447,-13.4,-58.2,15.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
